Unnamed: 0,brand,model,car_type,img_url,price,drive,hp,weight,torque,w_kg,year,country
407,Honda,RAYBRIG NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0464.jpg,950000.0,MR,493.0,1100.0,588.0,335 to ? W/Kg,2006.0,🇯🇵
408,Honda,S2000 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0416.jpg,34300.0,FR,246.0,1240.0,218.0,148 to ? W/Kg,2001.0,🇯🇵
409,Honda,S2000 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0426.jpg,35000.0,FR,246.0,1250.0,218.0,147 to ? W/Kg,2003.0,🇯🇵
410,Honda,S2000 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0412.jpg,37800.0,FR,229.0,1250.0,221.0,137 to 352 W/Kg,2006.0,🇯🇵
411,Honda,S2000 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0413.jpg,33800.0,FR,246.0,1240.0,218.0,148 to ? W/Kg,1999.0,🇯🇵
412,Honda,S2000 (EU) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0417.jpg,34300.0,FR,246.0,1240.0,218.0,148 to ? W/Kg,2001.0,🇯🇵
413,Honda,S2000 (EU) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0427.jpg,35000.0,FR,246.0,1250.0,218.0,147 to ? W/Kg,2003.0,🇯🇵
414,Honda,S2000 (EU) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0415.jpg,33800.0,FR,246.0,1240.0,218.0,148 to ? W/Kg,1999.0,🇯🇵
415,Honda,S2000 (US) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0418.jpg,34300.0,FR,246.0,1240.0,218.0,148 to ? W/Kg,2001.0,🇯🇵
416,Honda,S2000 (US) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0428.jpg,35000.0,FR,246.0,1250.0,218.0,147 to ? W/Kg,2004.0,🇯🇵
417,Honda,S2000 (US) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0414.jpg,33800.0,FR,246.0,1240.0,218.0,148 to ? W/Kg,1999.0,🇯🇵
419,Honda,S2000 Type V ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0419.jpg,35600.0,FR,246.0,1260.0,218.0,146 to ? W/Kg,2000.0,🇯🇵
420,Honda,S2000 Type V ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0422.jpg,36100.0,FR,246.0,1260.0,218.0,146 to ? W/Kg,2001.0,🇯🇵
421,Honda,S2000 Type V ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0425.jpg,37000.0,FR,246.0,1270.0,218.0,145 to ? W/Kg,2003.0,🇯🇵
422,Honda,S2000 Type V (EU) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0420.jpg,35600.0,FR,246.0,1260.0,218.0,146 to ? W/Kg,2000.0,🇯🇵
423,Honda,S2000 Type V (EU) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0423.jpg,36100.0,FR,246.0,1260.0,218.0,146 to ? W/Kg,2001.0,🇯🇵
424,Honda,S2000 Type V (US) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0421.jpg,35600.0,FR,246.0,1260.0,218.0,146 to ? W/Kg,2000.0,🇯🇵
425,Honda,S2000 Type V (US) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0424.jpg,36100.0,FR,246.0,1260.0,218.0,146 to ? W/Kg,2001.0,🇯🇵
426,Honda,S500 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0363.jpg,62500.0,FR,43.0,675.0,45.0,47 to ? W/Kg,1963.0,🇯🇵
427,Honda,S600 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0366.jpg,60000.0,FR,56.0,715.0,51.0,59 to ? W/Kg,1964.0,🇯🇵
428,Honda,S800 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0370.jpg,58000.0,FR,69.0,720.0,66.0,71 to ? W/Kg,1966.0,🇯🇵
430,Honda,TAKATA DOME NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0459.jpg,750000.0,MR,473.0,1170.0,392.0,302 to ? W/Kg,2003.0,🇯🇵
431,Honda,TAKATA DOME NSX ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0463.jpg,950000.0,MR,493.0,1100.0,588.0,335 to ? W/Kg,2006.0,🇯🇵
432,Honda,TODAY G ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0362.jpg,6700.0,FF,31.0,550.0,43.0,42 to ? W/Kg,1985.0,🇯🇵
433,Honda,Z ACT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0364.jpg,15800.0,FF,31.0,510.0,29.0,45 to ? W/Kg,1970.0,🇯🇵
434,Honda,weider HSV-010 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0465.jpg,980000.0,FR,493.0,1100.0,392.0,335 to ? W/Kg,2011.0,🇯🇵
435,Hudson,Mario Andretti,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_1235.jpg,500000.0,FR,146.0,1292.0,348.0,84 to 120 W/Kg,,🇺🇸
436,Hyundai,Accent Rally Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0479.jpg,750000.0,4WD,296.0,1230.0,520.0,180 to ? W/Kg,2001.0,🇰🇷
439,Hyundai,Coupe FX ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0473.jpg,33020.0,FF,165.0,1340.0,245.0,92 to ? W/Kg,2001.0,🇰🇷
440,Hyundai,Genesis Coupe 3.8 Track ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0478.jpg,33000.0,FR,344.0,1557.0,396.0,165 to ? W/Kg,2013.0,🇰🇷
442,Hyundai,Tiburón GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0474.jpg,33020.0,FF,173.0,1340.0,245.0,96 to ? W/Kg,2001.0,🇰🇷
443,Hyundai,Tiburón Turbulence ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0471.jpg,14080.0,FF,153.0,1290.0,191.0,88 to ? W/Kg,1999.0,🇰🇷
444,Hyundai,Tuscani ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0475.jpg,33020.0,FF,173.0,1340.0,245.0,96 to ? W/Kg,2001.0,🇰🇷
448,Infiniti,FX45 Concept ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1111.jpg,55000.0,4WD,330.0,1500.0,451.0,164 to ? W/Kg,2002.0,🇯🇵
449,Infiniti,G20 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1107.jpg,22840.0,FF,148.0,1210.0,186.0,91 to ? W/Kg,1990.0,🇯🇵
450,Infiniti,G35 COUPE ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1109.jpg,33900.0,FR,276.0,1530.0,363.0,135 to ? W/Kg,2003.0,🇯🇵
451,Infiniti,G35 Coupe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1110.jpg,40000.0,FR,298.0,1598.0,352.0,139 to ? W/Kg,2006.0,🇯🇵
452,Infiniti,G35 Sedan ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1108.jpg,30720.0,FR,256.0,1513.0,352.0,126 to ? W/Kg,2003.0,🇯🇵
453,Isuzu,117 COUPE ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0480.jpg,38900.0,FR,118.0,1050.0,142.0,84 to ? W/Kg,1968.0,🇯🇵
455,Isuzu,Bellett 1600 GT-R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0481.jpg,42000.0,FR,118.0,970.0,142.0,91 to ? W/Kg,1969.0,🇯🇵
456,Isuzu,PIAZZA XE ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0482.jpg,24650.0,FR,133.0,1190.0,167.0,83 to ? W/Kg,1981.0,🇯🇵
457,Jaguar,E-TYPE Coupe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0137.jpg,50930.0,FR,265.0,1219.0,353.0,162 to ? W/Kg,1961.0,🇬🇧
458,Jaguar,S-TYPE R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0140.jpg,92130.0,FR,399.0,1800.0,553.0,166 to ? W/Kg,2002.0,🇬🇧
459,Jaguar,XFR ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0142.jpg,120000.0,FR,503.0,1960.0,625.0,191 to ? W/Kg,2010.0,🇬🇧
460,Jaguar,XJ13 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0147.jpg,20000000.0,MR,495.0,998.0,523.0,370 to ? W/Kg,1966.0,🇬🇧
462,Jaguar,XJ220 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0145.jpg,749140.0,MR,542.0,1372.0,643.0,295 to 569 W/Kg,1992.0,🇬🇧
464,Jaguar,XJR-9 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0149.jpg,1980000.0,MR,749.0,894.0,780.0,625 to ? W/Kg,1988.0,🇬🇧
465,Jaguar,XK Coupe Luxury ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0138.jpg,113000.0,FR,300.0,1690.0,420.0,133 to ? W/Kg,2007.0,🇬🇧
466,Jaguar,XKR Coupe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0143.jpg,155000.0,FR,503.0,1810.0,625.0,207 to ? W/Kg,2010.0,🇬🇧
467,Jaguar,XKR Coupe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0139.jpg,128000.0,FR,370.0,1640.0,525.0,168 to ? W/Kg,1999.0,🇬🇧
468,Jaguar,XKR R Performance ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0141.jpg,118450.0,FR,400.0,1735.0,553.0,172 to ? W/Kg,2002.0,🇬🇧
469,Jaguar,XKR-S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0144.jpg,175000.0,FR,542.0,1810.0,679.0,224 to 455 W/Kg,2011.0,🇬🇧
471,Jay leno,Tank Car ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1113.jpg,1900000.0,FR,861.0,3500.0,2033.0,183 to 199 W/Kg,2003.0,🇺🇸
472,KTM,X-BOW R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0151.jpg,100000.0,MR,296.0,790.0,400.0,280 to ? W/Kg,2012.0,🇦🇹
474,KTM,X-BOW Street ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0150.jpg,85000.0,MR,237.0,790.0,310.0,224 to ? W/Kg,2012.0,🇦🇹
475,Lamborghini,Aventador LP 700-4 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0162.jpg,400000.0,4WD,669.0,1575.0,690.0,317 to 566 W/Kg,2011.0,🇮🇹
476,Lamborghini,Countach 25th Anniversary ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0153.jpg,182000.0,MR,436.0,1490.0,491.0,218 to 447 W/Kg,1988.0,🇮🇹
477,Lamborghini,Countach LP400 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0152.jpg,216600.0,MR,363.0,1065.0,361.0,254 to ? W/Kg,1974.0,🇮🇹
478,Lamborghini,Diablo GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0158.jpg,300000.0,MR,557.0,1460.0,630.0,285 to ? W/Kg,2000.0,🇮🇹
479,Lamborghini,Diablo GT2 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0156.jpg,300000.0,MR,611.0,1530.0,630.0,298 to 641 W/Kg,1998.0,🇮🇹
480,Lamborghini,Gallardo LP 560-4 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0155.jpg,253300.0,4WD,535.0,1410.0,540.0,283 to ? W/Kg,2008.0,🇮🇹
481,Lamborghini,Miura P400 Bertone Prototype CN.0706 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0154.jpg,15000000.0,MR,339.0,980.0,368.0,258 to ? W/Kg,1967.0,🇮🇹
482,Lamborghini,Murciélago LP 640 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0157.jpg,385600.0,4WD,611.0,1665.0,660.0,274 to ? W/Kg,2009.0,🇮🇹
484,Lamborghini,Murciélago LP 670-4 SuperVeloce ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0161.jpg,394910.0,4WD,641.0,1565.0,660.0,305 to 554 W/Kg,2009.0,🇮🇹
485,Lamborghini,NOMAD Diablo GT-1 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0163.jpg,750000.0,MR,574.0,1200.0,686.0,357 to ? W/Kg,2000.0,🇮🇹
486,Lamborghini,Reventon ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0160.jpg,1200000.0,4WD,630.0,1665.0,660.0,282 to ? W/Kg,2008.0,🇮🇹
487,Lancia,DELTA HF Integrale Evoluzione ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0164.jpg,54500.0,4WD,207.0,1350.0,304.0,114 to 301 W/Kg,1991.0,🇮🇹
488,Lancia,DELTA HF Integrale Rally Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0166.jpg,750000.0,4WD,296.0,1120.0,426.0,197 to 350 W/Kg,1992.0,🇮🇹
489,Lancia,DELTA S4 Rally Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0168.jpg,1450000.0,4WD,450.0,890.0,451.0,376 to ? W/Kg,1985.0,🇮🇹
490,Lancia,STRATOS ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0165.jpg,375000.0,MR,185.0,980.0,225.0,141 to 352 W/Kg,1973.0,🇮🇹
491,Lancia,STRATOS 15th Anniversary Edition ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_1171.jpg,475000.0,MR,221.0,980.0,262.0,168 to ? W/Kg,1973.0,🇮🇹
493,Land Rover,Range Rover Evoque Coupe Dynamic ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0169.jpg,60000.0,4WD,237.0,1640.0,340.0,108 to 318 W/Kg,2013.0,🇬🇧
495,Lexus,BANDAI DIREZZA SC430 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0500.jpg,950000.0,FR,473.0,1100.0,510.0,321 to ? W/Kg,2006.0,🇯🇵
496,Lexus,DENSO DUNLOP SARD SC430 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0502.jpg,950000.0,FR,473.0,1100.0,510.0,321 to ? W/Kg,2008.0,🇯🇵
497,Lexus,ENEOS SC430 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0501.jpg,950000.0,FR,473.0,1100.0,510.0,321 to ? W/Kg,2008.0,🇯🇵
498,Lexus,GS 300 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0491.jpg,44200.0,FR,276.0,1680.0,451.0,123 to ? W/Kg,2000.0,🇯🇵
499,Lexus,GS 300 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0490.jpg,47400.0,FR,276.0,1680.0,431.0,123 to ? W/Kg,1991.0,🇯🇵
500,Lexus,GS 300 Vertex Edition (J) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0492.jpg,45500.0,FR,276.0,1680.0,451.0,123 to ? W/Kg,2000.0,🇯🇵
501,Lexus,IS 200 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0484.jpg,20700.0,FR,158.0,1310.0,200.0,90 to ? W/Kg,1998.0,🇯🇵
502,Lexus,IS 200 (J) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0485.jpg,24000.0,FR,207.0,1340.0,216.0,115 to ? W/Kg,1998.0,🇯🇵
503,Lexus,IS 200 GT-1 ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0493.jpg,100000.0,FR,276.0,1010.0,245.0,204 to 364 W/Kg,2004.0,🇯🇵
504,Lexus,IS 300 Sport Cross ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0486.jpg,27600.0,FR,217.0,1470.0,294.0,110 to ? W/Kg,2001.0,🇯🇵
505,Lexus,IS F ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0496.jpg,76600.0,FR,417.0,1690.0,505.0,184 to ? W/Kg,2007.0,🇯🇵
512,Lexus,LFA ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0497.jpg,375000.0,FR,535.0,1480.0,479.0,270 to ? W/Kg,2010.0,🇯🇵
513,Lexus,LFA Nürburgring Package ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0498.jpg,445000.0,FR,545.0,1480.0,480.0,275 to 468 W/Kg,2012.0,🇯🇵
514,Lexus,PETRONAS TOM,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0503.jpg,950000.0,FR,473.0,1100.0,510.0,321 to ? W/Kg,,🇯🇵
515,Lexus,SC 300 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0489.jpg,35000.0,FR,276.0,1560.0,377.0,132 to ? W/Kg,1997.0,🇯🇵
516,Lexus,SC 430 (EU) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0487.jpg,60000.0,FR,276.0,1730.0,429.0,119 to ? W/Kg,2001.0,🇯🇵
517,Lexus,SC 430 (US) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0488.jpg,60000.0,FR,276.0,1730.0,429.0,119 to ? W/Kg,2001.0,🇯🇵
518,Lexus,SC430 GT500 Base Model ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0504.jpg,950000.0,FR,473.0,1100.0,510.0,321 to ? W/Kg,2008.0,🇯🇵
520,Light Car Company,Rocket ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0171.jpg,100000.0,MR,167.0,390.0,118.0,318 to 674 W/Kg,2007.0,🇬🇧
521,Lister,Storm V12 Race Car ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0172.jpg,1450000.0,FR,594.0,1438.0,786.0,308 to ? W/Kg,1999.0,🇬🇧
522,Lotus,Carlton ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0184.jpg,81490.0,FR,377.0,1655.0,557.0,170 to ? W/Kg,1990.0,🇬🇧
523,Lotus,Elan S1 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0175.jpg,57710.0,FR,104.0,639.0,146.0,121 to ? W/Kg,1962.0,🇬🇧
524,Lotus,Elise ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0179.jpg,41060.0,MR,120.0,714.0,168.0,126 to ? W/Kg,2000.0,🇬🇧
525,Lotus,Elise ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0174.jpg,51000.0,MR,134.0,876.0,160.0,114 to ? W/Kg,2011.0,🇬🇧
526,Lotus,Elise ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0177.jpg,37600.0,MR,118.0,755.0,165.0,117 to ? W/Kg,1996.0,🇬🇧
527,Lotus,Elise 111R ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0182.jpg,54400.0,MR,189.0,860.0,181.0,164 to ? W/Kg,2004.0,🇬🇧
529,Lotus,Elise 111S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0180.jpg,51680.0,MR,156.0,806.0,175.0,144 to ? W/Kg,2003.0,🇬🇧
531,Lotus,Elise Sport 190 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0189.jpg,65270.0,MR,190.0,670.0,189.0,212 to ? W/Kg,1998.0,🇬🇧
532,Lotus,Elise Type 72 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0178.jpg,52470.0,MR,120.0,756.0,168.0,119 to ? W/Kg,2001.0,🇬🇧
533,Lotus,Esprit Sport 350 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0190.jpg,126240.0,MR,349.0,1300.0,400.0,200 to ? W/Kg,2000.0,🇬🇧
534,Lotus,Esprit Turbo HC ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0181.jpg,48550.0,MR,215.0,1146.0,298.0,140 to ? W/Kg,1987.0,🇬🇧
535,Lotus,Esprit V8 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0188.jpg,116520.0,MR,350.0,1380.0,400.0,189 to ? W/Kg,2002.0,🇬🇧
536,Lotus,Esprit V8 GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0187.jpg,97430.0,MR,349.0,1325.0,400.0,196 to ? W/Kg,1998.0,🇬🇧
537,Lotus,Esprit V8 SE ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0186.jpg,116870.0,MR,349.0,1380.0,400.0,188 to ? W/Kg,1998.0,🇬🇧
538,Lotus,Europa S.2 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0173.jpg,30000.0,MR,81.0,624.0,108.0,96 to ? W/Kg,1968.0,🇬🇧
540,Lotus,Europa Special ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0176.jpg,38500.0,MR,126.0,730.0,153.0,129 to ? W/Kg,1972.0,🇬🇧
542,Lotus,Motor Sport Elise ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0185.jpg,100000.0,MR,200.0,700.0,196.0,213 to ? W/Kg,1999.0,🇬🇧
543,MG,MGF ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0224.jpg,40810.0,MR,143.0,1070.0,174.0,100 to ? W/Kg,1997.0,🇬🇧
544,MG,TF160 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0225.jpg,38860.0,MR,158.0,1150.0,173.0,103 to ? W/Kg,2003.0,🇬🇧
545,MINI,COOPER ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0228.jpg,22190.0,FF,113.0,1115.0,149.0,76 to ? W/Kg,2002.0,🇬🇧
546,MINI,COOPER S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0229.jpg,26790.0,FF,161.0,1120.0,219.0,107 to ? W/Kg,2002.0,🇬🇧
547,MINI,COOPER S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0231.jpg,28500.0,FF,168.0,1180.0,220.0,106 to ? W/Kg,2005.0,🇬🇧
548,MINI,COOPER S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0232.jpg,29500.0,FF,173.0,1210.0,240.0,107 to ? W/Kg,2007.0,🇬🇧
549,MINI,COOPER S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0233.jpg,30300.0,FF,181.0,1140.0,240.0,118 to 275 W/Kg,2011.0,🇬🇧
550,MINI,COOPER S Countryman (R60) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0230.jpg,34500.0,FF,181.0,1310.0,240.0,103 to ? W/Kg,2011.0,🇬🇧
552,MINI,Cooper 1.3i ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0227.jpg,18320.0,FF,61.0,720.0,94.0,64 to ? W/Kg,1998.0,🇬🇧
553,MINI,ONE ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0226.jpg,19620.0,FF,89.0,1125.0,140.0,59 to ? W/Kg,2002.0,🇬🇧
554,Marcos,Mini Marcos GT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0193.jpg,25500.0,FF,76.0,559.0,107.0,102 to ? W/Kg,1970.0,🇬🇧
555,Maserati,GranTurismo S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0194.jpg,166500.0,FR,434.0,1780.0,490.0,182 to 411 W/Kg,2008.0,🇮🇹
556,Mazda,11 OS (L10A) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0512.jpg,74000.0,FR,108.0,940.0,130.0,86 to ? W/Kg,1967.0,🇯🇵
557,Mazda,11 OS (L10B) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0520.jpg,68800.0,FR,126.0,960.0,139.0,98 to ? W/Kg,1968.0,🇯🇵
558,Mazda,2 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0510.jpg,14500.0,FF,111.0,1080.0,140.0,77 to ? W/Kg,2003.0,🇯🇵
559,Mazda,323F ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0548.jpg,19920.0,FF,168.0,1240.0,179.0,101 to ? W/Kg,1993.0,🇯🇵
560,Mazda,787B ,Race,https://www.kudosprime.com/gt6/images/cars/gt6_car_0605.jpg,2100000.0,MR,690.0,830.0,608.0,620 to ? W/Kg,1991.0,🇯🇵
562,Mazda,Atenza Concept ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0556.jpg,40000.0,FF,170.0,1300.0,215.0,98 to ? W/Kg,2001.0,🇯🇵
563,Mazda,Atenza Sport 25Z ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0544.jpg,26200.0,FF,168.0,1470.0,226.0,85 to ? W/Kg,2007.0,🇯🇵
564,Mazda,Atenza Sports 23Z ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0550.jpg,23500.0,FF,175.0,1390.0,215.0,94 to ? W/Kg,2003.0,🇯🇵
566,Mazda,Autozam AZ-1 ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0507.jpg,14980.0,MR,63.0,720.0,85.0,65 to ? W/Kg,1992.0,🇯🇵
567,Mazda,Axela 23S ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0558.jpg,19500.0,FF,169.0,1260.0,214.0,100 to ? W/Kg,2003.0,🇯🇵
569,Mazda,Carol 360 Deluxe ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0506.jpg,38500.0,RR,20.0,560.0,24.0,27 to ? W/Kg,1962.0,🇯🇵
570,Mazda,Cosmo Sport (L10A) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0511.jpg,74000.0,FR,108.0,940.0,130.0,86 to ? W/Kg,1967.0,🇯🇵
571,Mazda,Cosmo Sport (L10B) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0519.jpg,68800.0,FR,126.0,960.0,139.0,98 to ? W/Kg,1968.0,🇯🇵
572,Mazda,DEMIO GL-X ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0508.jpg,14660.0,FF,99.0,960.0,127.0,77 to ? W/Kg,1999.0,🇯🇵
573,Mazda,DEMIO SPORT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0509.jpg,14500.0,FF,111.0,1080.0,140.0,77 to ? W/Kg,2003.0,🇯🇵
574,Mazda,DEMIO SPORT ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0513.jpg,16200.0,FF,111.0,1020.0,139.0,81 to ? W/Kg,2010.0,🇯🇵
575,Mazda,Eunos Roadster (NA Special Package) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0524.jpg,17000.0,FR,118.0,940.0,137.0,94 to ? W/Kg,1989.0,🇯🇵
576,Mazda,Eunos Roadster J-Limited (NA) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0514.jpg,19000.0,FR,118.0,950.0,137.0,93 to ? W/Kg,1991.0,🇯🇵
577,Mazda,Eunos Roadster J-Limited II (NA) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0529.jpg,20300.0,FR,128.0,990.0,157.0,97 to ? W/Kg,1993.0,🇯🇵
578,Mazda,Eunos Roadster S-Special Type I (NA) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0526.jpg,19950.0,FR,128.0,990.0,157.0,97 to ? W/Kg,1995.0,🇯🇵
579,Mazda,Eunos Roadster SR-Limited (NA) ,Street,https://www.kudosprime.com/gt6/images/cars/gt6_car_0525.jpg,18980.0,FR,128.0,1000.0,157.0,96 to ? W/Kg,1997.0,🇯🇵
